,Title,Genre,Place,Time,Age,Period,TicketCast,Like_man,Like_woman,Like_age_10,Like_age_20,Like_age_30,Like_age_40,Like_age_50,URL,Status
21,뮤지컬〈엔딩 노트〉,뮤지컬,대학로 자유극장(자세히),2021.11.09 ~2022.01.30,만 13세이상,2021.11.09 ~2022.01.30,226,3.5%,96.5%,6.1%,39.6%,39.4%,9.5%,2.7%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21009213,판매예정/판매중
22,뮤지컬 〈시카고〉 - 김해,뮤지컬,김해문화의전당 마루홀(자세히),2022.01.08 ~2022.01.09,14세 이상 관람가,2022.01.08 ~2022.01.09,27,23%,77%,8.2%,38.1%,25.8%,20.6%,6.5%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21011501,판매예정/판매중
23,뮤지컬 〈더 라스트맨〉,뮤지컬,대학로 아트원씨어터 1관(자세히),2021.11.30 ~2022.02.13,만 13세이상,2021.11.30 ~2022.02.13,159,5%,95%,7.8%,46.1%,33.4%,8.8%,1.7%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21011425,판매예정/판매중
24,［수원］번개맨 뮤지컬 : 검은 번개맨의 정체는？,뮤지컬,경기아트센터 대극장(자세히),2021.12.23 ~2021.12.26,24개월이상 관람가능,2021.12.23 ~2021.12.26,14,27.2%,72.8%,0%,3.5%,71%,24.6%,0.9%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21010985,판매예정/판매중
25,뮤지컬 〈장수탕 선녀님〉 - 울산,뮤지컬,울산문화예술회관 대공연장(자세히),2022.01.08 ~2022.01.09,12개월이상 관람가능,2022.01.08 ~2022.01.09,3,13.8%,86.2%,0%,1%,67.2%,31.3%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21011304,판매예정/판매중
26,뮤지컬〈헤드윅〉 - 성남,뮤지컬,성남아트센터 오페라하우스(자세히),2022.01.22 ~2022.01.23,만 15세이상,2022.01.22 ~2022.01.23,99,7.5%,92.5%,4.6%,28.6%,38.6%,19.9%,6.4%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21011931,판매예정/판매중
27,가족뮤지컬 ‘세계문명탐험대-태양의나라이집트’,뮤지컬,나루아트센터 대극장(자세히),2021.12.11 ~2022.01.23,24개월이상 관람가능,2021.12.11 ~2022.01.23,23,15.2%,84.8%,0%,1%,50.8%,46.6%,1%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21010455,판매예정/판매중
28,뮤지컬 멸화군,뮤지컬,대학로 TOM(티오엠) 1관(자세히),2021.10.05 ~2022.01.02,8세이상 관람가능,2021.10.05 ~2022.01.02,239,4.8%,95.2%,7.3%,41.2%,35.4%,12.8%,2.6%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21007516,판매예정/판매중
29,뮤지컬 〈썸씽로튼〉 (Musical Something Rotten!),뮤지컬,유니버설아트센터(자세히),2021.12.23 ~2022.04.10,8세이상 관람가능,2021.12.23 ~2022.04.10,1355,4.3%,95.7%,7.2%,57.5%,23.5%,8.5%,2.8%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21011476,판매예정/판매중
30,시크릿쥬쥬 별의여신 뮤지컬 시즌2 - 수원앵콜,뮤지컬,수원SK아트리움 대공연장(자세히),2022.01.08 ~2022.01.09,24개월이상 관람가능,2022.01.08 ~2022.01.09,5,16.7%,83.3%,0%,2.1%,77%,19.7%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21011654,판매예정/판매중
31,패밀리뮤지컬 헤이지니＆럭키강이 시즌2 “비밀의 문” - 안산,뮤지컬,안산문화예술의전당 해돋이극장(자세히),2021.12.11 ~2021.12.12,24개월이상 관람가능,2021.12.11 ~2021.12.12,9,22.5%,77.5%,0%,4.3%,72.3%,21.5%,1.1%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21008247,판매예정/판매중
32,뮤지컬 〈빨래〉－대전,뮤지컬,대전 평송청소년문화센터 대극장(자세히),2021.12.24 ~2021.12.26,14세 이상 관람가,2021.12.24 ~2021.12.26,13,27.5%,72.5%,7.1%,38.5%,33%,18.7%,2.7%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21011691,판매예정/판매중
33,［2021］판타지가족뮤지컬 “겨울이야기” 시즌2 - 목포,뮤지컬,목포시민문화체육센터 소공연장(자세히),2021.12.19,24개월이상 관람가능,2021.12.19,,29.4%,70.6%,0%,8.8%,67.6%,23.5%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21011846,판매예정/판매중
34,뮤지컬 〈미인〉,뮤지컬,예스24스테이지 1관(자세히),2021.09.15 ~2021.12.05,8세이상 관람가능,2021.09.15 ~2021.12.05,137,6.7%,93.3%,8.9%,43.2%,28.1%,13.8%,4.7%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21006800,판매예정/판매중
35,가족뮤지컬 〈출동! 슈퍼윙스 : 빅콘서트〉 - 대구,뮤지컬,영남대학교 천마아트센터 챔버홀(자세히),2022.01.01 ~2022.01.02,전체관람가,2022.01.01 ~2022.01.02,,25.6%,74.4%,0%,2.3%,83.7%,14%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21011757,판매예정/판매중
36,2021 The 뮤지컬 스타 - 천안,콘서트,천안예술의전당 대공연장(자세히),2021.12.17,초등학생이상 관람가,2021.12.17,15,15.4%,84.6%,1.1%,20.9%,30.8%,23.1%,15.4%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21011276,판매예정/판매중
37,뮤지컬 〈장수탕 선녀님〉 - 부산,뮤지컬,부산 MBC 드림홀(자세히),2021.12.18 ~2021.12.26,12개월이상 관람가능,2021.12.18 ~2021.12.26,24,13.7%,86.3%,0%,0.5%,64%,34.4%,0.3%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21010767,판매예정/판매중
38,패밀리뮤지컬 헤이지니＆럭키강이 시즌2 “비밀의 문” - 창원,뮤지컬,KBS 창원홀(자세히),2021.12.18 ~2021.12.19,24개월이상 관람가능,2021.12.18 ~2021.12.19,7,21.4%,78.6%,0%,2.1%,71.6%,25.2%,1.1%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21010081,판매예정/판매중
39,2021 가족뮤지컬 〈호두까기인형〉 - 용인,뮤지컬,용인시문예회관 처인홀(자세히),2021.12.04,전체관람가,2021.12.04,4,20.8%,79.2%,0%,3.7%,69.9%,23.6%,0.9%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21008388,판매예정/판매중
40,2021년 특선가족뮤지컬 “백설공주” - 구미,뮤지컬,구미강동문화복지회관(자세히),2021.12.18,24개월이상 관람가능,2021.12.18,3,12.5%,87.5%,0%,6.3%,64.1%,28.1%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21011682,판매예정/판매중
41,(2021 용인) 뮤지컬 루돌프와 산타클로스,뮤지컬,용인시 평생학습관 큰어울마당(자세히),2021.12.25 ~2021.12.26,24개월이상 관람가능,2021.12.25 ~2021.12.26,2,19.3%,80.7%,0%,0%,77.1%,22.9%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21011593,판매예정/판매중
42,뮤지컬 창업,뮤지컬,SH아트홀(자세히),2021.08.27 ~2022.01.02,초등학생이상 관람가,2021.08.27 ~2022.01.02,491,2.7%,97.3%,6.2%,50%,29.1%,8.7%,5.1%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21006998,판매예정/판매중
43,시크릿쥬쥬 별의여신 뮤지컬 시즌2-부평,뮤지컬,부평아트센터 해누리 극장(자세히),2021.12.18 ~2021.12.19,24개월이상 관람가능,2021.12.18 ~2021.12.19,9,22.2%,77.8%,0%,2.3%,72.7%,24.4%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21011289,판매예정/판매중
44,［부산］번개맨 뮤지컬 : 검은 번개맨의 정체는？ 앵콜,뮤지컬,부산문화회관 대극장(자세히),2022.01.08 ~2022.01.09,24개월이상 관람가능,2022.01.08 ~2022.01.09,2,13.2%,86.8%,0%,4%,79.5%,15.9%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21011835,판매예정/판매중
45,뮤지컬〈엑스칼리버〉 - 성남,뮤지컬,성남아트센터 오페라하우스(자세히),2021.12.11 ~2021.12.12,8세이상 관람가능,2021.12.11 ~2021.12.12,124,10.1%,89.9%,3.4%,41.1%,33.2%,15.9%,4.5%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21010697,판매예정/판매중
46,가족뮤지컬〈고고다이노 공룡대탐험〉 - 구미,뮤지컬,강동문화복지회관 천생아트홀(자세히),2021.12.25 ~2021.12.26,전체관람가,2021.12.25 ~2021.12.26,4,18.1%,81.9%,0%,6.9%,73.6%,16.7%,2.8%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21008840,판매예정/판매중
47,뮤지컬 〈웨딩플레이어〉,뮤지컬,대학로 바탕골 소극장(자세히),2021.09.28 ~2021.12.26,만 8세이상,2021.09.28 ~2021.12.26,179,10.3%,89.7%,6.7%,46.3%,32.2%,10.6%,3.3%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21007180,판매예정/판매중
48,NEW신비아파트 뮤지컬 시즌4：비명동산의 초대장 - 부천,뮤지컬,부천 시민회관 대공연장(자세히),2021.12.18 ~2021.12.19,24개월이상 관람가능,2021.12.18 ~2021.12.19,6,23.9%,76.1%,0%,4.5%,65.1%,29.1%,0.7%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21010563,판매예정/판매중
49,뮤지컬 〈헤드윅〉 - 인천,뮤지컬,인천문화예술회관 대공연장(자세히),2021.12.04 ~2021.12.05,만 15세이상,2021.12.04 ~2021.12.05,212,10.3%,89.7%,2%,33.7%,38%,18.3%,6.5%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21010407,판매예정/판매중
50,가족라이브 뮤지컬 〈미녀와 야수〉 - 대전,뮤지컬,대전평송청소년문화센터 소극장(자세히),2021.12.25 ~2021.12.26,전체관람가,2021.12.25 ~2021.12.26,3,16.5%,83.5%,0%,1.8%,73.2%,24.4%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21009867,판매예정/판매중
51,가족뮤지컬 〈꼬마버스 타요〉 - 창원,뮤지컬,3.15아트센터 대극장(자세히),2021.12.25 ~2021.12.26,12개월이상 관람가능,2021.12.25 ~2021.12.26,4,19.4%,80.6%,0%,5.8%,84.2%,7.9%,1.4%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21010366,판매예정/판매중
52,뮤지컬 〈엑스칼리버〉 - 대구,뮤지컬,계명아트센터(자세히),2021.12.04 ~2021.12.05,8세이상 관람가능,2021.12.04 ~2021.12.05,144,10.3%,89.7%,7.4%,39%,32.9%,13.6%,6.4%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21010794,판매예정/판매중
53,패밀리뮤지컬 헤이지니＆럭키강이 시즌2 “비밀의 문” - 고양,뮤지컬,고양어울림누리 어울림극장(자세히),2021.12.04 ~2021.12.05,24개월이상 관람가능,2021.12.04 ~2021.12.05,16,21.2%,78.8%,0.3%,2.6%,67.9%,28.2%,1%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21008834,판매예정/판매중
54,뮤지컬 〈앤ANNE〉,뮤지컬,브릭스씨어터(자세히),2021.11.27 ~2022.01.23,만 5세이상,2021.11.27 ~2022.01.23,85,11.2%,88.8%,9.6%,52.3%,24.5%,10.5%,2.6%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21011182,판매예정/판매중
55,［쇼뮤지컬］캐리와친구들2022-군포,뮤지컬,군포문화예술회관 수리홀(자세히),2021.12.11 ~2021.12.12,24개월이상 관람가능,2021.12.11 ~2021.12.12,9,23.9%,76.1%,0%,2.1%,71.2%,25.7%,0.6%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21008685,판매예정/판매중
56,발레 뮤지컬 동화 인형 발레극 호두까기 인형 - 안양,무용/전통예술,평촌아트홀(자세히),2021.12.29,36개월이상 관람가능,2021.12.29,1,9.1%,90.9%,0%,6.1%,39.4%,45.5%,9.1%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21011947,판매예정/판매중
57,“2021년” 가족뮤지컬 겨울이야기 - 제천,뮤지컬,제천문화회관 대공연장(자세히),2021.12.04,전체관람가,2021.12.04,,15.4%,84.6%,0%,6.2%,72.3%,21.5%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21011529,판매예정/판매중
58,패밀리뮤지컬 헤이지니＆럭키강이 시즌2 “비밀의 문” - 대구,뮤지컬,대구 엑스코 오디토리움(자세히),2022.01.15 ~2022.01.16,20개월이상 관람가능,2022.01.15 ~2022.01.16,10,19.4%,80.6%,0%,3.2%,75.2%,21.1%,0.2%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21007171,판매예정/판매중
59,뮤지컬 〈시카고〉 - 성남,뮤지컬,성남아트센터 오페라하우스(자세히),2021.12.03 ~2021.12.05,14세 이상 관람가,2021.12.03 ~2021.12.05,90,27%,73%,5.3%,46.1%,24.3%,17%,7%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21010573,판매예정/판매중
60,가족뮤지컬〈고고다이노 공룡대탐험〉 - 대구,뮤지컬,대구보건대 인당아트홀(자세히),2021.12.18 ~2021.12.19,12개월이상 관람가능,2021.12.18 ~2021.12.19,2,20.5%,79.5%,0%,3.2%,82.1%,14.7%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21010908,판매예정/판매중
61,가족뮤지컬 〈엄마까투리 - 먹구렁이와 생일파티〉 - 진주,뮤지컬,경상대학교 GNU컨벤션센터 대강당(자세히),2021.12.18 ~2021.12.19,24개월이상 관람가능,2021.12.18 ~2021.12.19,1,18.9%,81.1%,0%,1.5%,81.8%,15.9%,0.8%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21011598,판매예정/판매중
62,2021 가족라이브 뮤지컬 〈어린이캣〉－대구,뮤지컬,대백프라자 10층 프라임홀(자세히),2021.12.04 ~2021.12.05,전체관람가,2021.12.04 ~2021.12.05,9,16.4%,83.6%,0%,1.5%,70.1%,27%,0.7%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21009586,판매예정/판매중
63,2021 가족라이브 뮤지컬 〈라푼젤〉 - 대구,뮤지컬,대백프라자 10층 프라임홀(자세히),2021.12.11 ~2021.12.12,전체관람가,2021.12.11 ~2021.12.12,4,18.7%,81.3%,0%,2.3%,74%,22.4%,0.9%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21009583,판매예정/판매중
64,(서귀포)2021송년가족뮤지컬 “ 호두까기인형 ”,뮤지컬,서귀포예술의전당 대극장(자세히),2021.12.25,24개월이상 관람가능,2021.12.25,,12.7%,87.3%,0%,0%,56.4%,43.6%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21011765,판매예정/판매중
65,2022 라이브 가족뮤지컬 〈알라딘〉- 대구,뮤지컬,대백프라자 10층 프라임홀(자세히),2022.02.19 ~2022.02.20,전체관람가,2022.02.19 ~2022.02.20,,NA,NA,NA,NA,NA,NA,NA,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21012122,판매예정/판매중
66,가족뮤지컬 〈출동! 슈퍼윙스 : 빅콘서트〉 - 원주,뮤지컬,원주 치악예술관(자세히),2022.02.05 ~2022.02.06,20개월이상 관람가능,2022.02.05 ~2022.02.06,,4.3%,95.7%,0%,4.3%,87%,8.7%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21012099,판매예정/판매중
67,가족뮤지컬 겨울이야기 (해운대),뮤지컬,해운대문화회관 해운홀(자세히),2022.02.05,전체관람가,2022.02.05,,0%,100%,0%,0%,100%,0%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21012264,판매예정/판매중
68,2022 라이브 가족뮤지컬 〈미녀와야수〉 - 대구,뮤지컬,대백프라자 10층 프라임홀(자세히),2022.01.29 ~2022.01.30,전체관람가,2022.01.29 ~2022.01.30,,80%,20%,0%,0%,60%,40%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21012123,판매예정/판매중
69,［수원］ 싱어롱 콘서트 뮤지컬 ‘Live Show’ 〈무지개 물고기〉,뮤지컬,경기아트센터 소극장(자세히),2022.01.29 ~2022.01.30,24개월이상 관람가능,2022.01.29 ~2022.01.30,,8.3%,91.7%,0%,0%,33.3%,66.7%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21012154,판매예정/판매중
70,(2022 용인) 가족라이브 뮤지컬 〈신데렐라〉,뮤지컬,용인시문예회관 처인홀(자세히),2022.01.29,전체관람가,2022.01.29,2,29.4%,70.6%,0%,0%,82.4%,17.6%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21011791,판매예정/판매중
71,NEW신비아파트 뮤지컬 시즌4：비명동산의 초대장 - 대전,뮤지컬,대전 한밭대학교 아트홀(자세히),2022.01.22 ~2022.01.23,24개월이상 관람가능,2022.01.22 ~2022.01.23,2,NA,NA,NA,NA,NA,NA,NA,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21012272,판매예정/판매중
72,［군포］ 싱어롱 콘서트 뮤지컬 ‘Live Show’ 〈무지개 물고기〉,뮤지컬,군포문화예술회관 철쭉홀(자세히),2022.01.22 ~2022.01.23,24개월이상 관람가능,2022.01.22 ~2022.01.23,,33.3%,66.7%,0%,0%,100%,0%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21012216,판매예정/판매중
73,가족뮤지컬〈고고다이노 공룡대탐험〉 - 울산,뮤지컬,울산중구문화의전당 함월홀(자세히),2022.01.22 ~2022.01.23,전체관람가,2022.01.22 ~2022.01.23,,11.1%,88.9%,0%,11.1%,88.9%,0%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21012203,판매예정/판매중
74,(청주)2022가족뮤지컬 어린이캣,뮤지컬,청주 예술의전당 대공연장(자세히),2022.01.16,24개월이상 관람가능,2022.01.16,,0%,100%,0%,0%,60%,40%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21012171,판매예정/판매중
75,(제주)2022 가족뮤지컬 “백설공주와 일곱난쟁이”,뮤지컬,제주 한라아트홀(자세히),2022.01.15 ~2022.01.16,24개월이상 관람가능,2022.01.15 ~2022.01.16,,13%,87%,0%,0%,73.9%,26.1%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21011783,판매예정/판매중
76,가족뮤지컬 〈출동! 슈퍼윙스 : 빅콘서트〉 - 울산,뮤지컬,울산문화예술회관 소공연장(자세히),2022.01.15 ~2022.01.16,20개월이상 관람가능,2022.01.15 ~2022.01.16,,11.5%,88.5%,0%,0%,76.9%,19.2%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21011713,판매예정/판매중
77,2022 가족라이브 뮤지컬 〈백설공주〉 - 부산,뮤지컬,해운대문화회관 해운홀(자세히),2022.01.15,전체관람가,2022.01.15,2,23.3%,76.7%,0%,1.7%,85%,13.3%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21011298,판매예정/판매중
78,가족뮤지컬 겨울이야기 (수원),뮤지컬,수원청소년문화센터 온누리아트홀(자세히),2022.01.15,전체관람가,2022.01.15,1,NA,NA,NA,NA,NA,NA,NA,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21012231,판매예정/판매중
79,어린이뮤지컬 ‘ 렛잇고2 ’ - 파주,뮤지컬,파주시민회관 소공연장(자세히),2022.01.08 ~2022.01.09,24개월이상 관람가능,2022.01.08 ~2022.01.09,3,25%,75%,0%,4.2%,79.2%,12.5%,4.2%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21011376,판매예정/판매중
80,2022 가족라이브 뮤지컬 〈겨울이야기〉 - 부산,뮤지컬,금정문화회관 금빛누리홀(자세히),2022.01.08 ~2022.01.09,전체관람가,2022.01.08 ~2022.01.09,1,27.6%,72.4%,0%,6.9%,72.4%,17.2%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21011318,판매예정/판매중
81,［천안］싱어롱 콘서트 뮤지컬 ‘Live Show’ 〈무지개 물고기〉,뮤지컬,천안시성환문화회관 대공연장(자세히),2022.01.08 ~2022.01.09,24개월이상 관람가능,2022.01.08 ~2022.01.09,3,9.1%,90.9%,0%,3%,63.6%,33.3%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21011194,판매예정/판매중
82,가족뮤지컬 〈출동! 슈퍼윙스 : 빅콘서트〉 - 청주,뮤지컬,청주아트홀(구.청주시민회관)(자세히),2022.01.08 ~2022.01.09,20개월이상 관람가능,2022.01.08 ~2022.01.09,1,26.7%,73.3%,0%,13.3%,73.3%,13.3%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21011866,판매예정/판매중
83,2022년 특선가족뮤지컬 “신데렐라” - 포항,뮤지컬,포항문화예술회관 대공연장(자세히),2022.01.08 ~2022.01.09,24개월이상 관람가능,2022.01.08 ~2022.01.09,,NA,NA,NA,NA,NA,NA,NA,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21012230,판매예정/판매중
84,가족뮤지컬 백설공주 (양산),뮤지컬,양산문화예술회관 대공연장(자세히),2022.01.08,전체관람가,2022.01.08,1,11.1%,88.9%,0%,0%,100%,0%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21012129,판매예정/판매중
85,(서산)2022 가족뮤지컬 “백설공주와 일곱난쟁이”,뮤지컬,서산시문화회관 대공연장(자세히),2022.01.08,24개월이상 관람가능,2022.01.08,,27.8%,72.2%,0%,0%,83.3%,11.1%,5.6%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21011782,판매예정/판매중
86,가족라이브 뮤지컬-어린이 캣 (구미),뮤지컬,강동문화복지회관 천생아트홀(자세히),2022.01.08,24개월이상 관람가능,2022.01.08,3,NA,NA,NA,NA,NA,NA,NA,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21012233,판매예정/판매중
87,(2022 대구대백프라자) 가족뮤지컬 〈백설공주〉,뮤지컬,대백프라자 10층 프라임홀(자세히),2022.01.07 ~2022.01.16,전체관람가,2022.01.07 ~2022.01.16,5,9.5%,90.5%,0%,0%,90.5%,9.5%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21010820,판매예정/판매중
88,뮤지컬 〈알사탕〉 - 수원,뮤지컬,경기아트센터 소극장(자세히),2022.01.07 ~2022.01.16,24개월이상 관람가능,2022.01.07 ~2022.01.16,2,16.4%,83.6%,0%,0%,67.3%,32.7%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21012106,판매예정/판매중
89,헬로카봇 뮤지컬 시즌6 〈흔들흔들 댄스파티〉,뮤지컬,올림픽공원 우리금융아트홀(자세히),2022.01.05 ~2022.01.16,24개월이상 관람가능,2022.01.05 ~2022.01.16,10,21.2%,78.8%,0%,2.6%,81.8%,14.7%,0.4%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21012194,판매예정/판매중
90,(앵콜)어린이베스트셀러뮤지컬 〈누가 내 머리에 똥쌌어？〉 - 용산,뮤지컬,대원콘텐츠라이브(자세히),2022.01.04 ~2022.01.16,전체관람가,2022.01.04 ~2022.01.16,,NA,NA,NA,NA,NA,NA,NA,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21012306,판매예정/판매중
91,뮤지컬 스크루테이프의 편지,뮤지컬,북촌나래홀(자세히),2022.01.01 ~2022.03.31,만 8세이상,2022.01.01 ~2022.03.31,3,NA,NA,NA,NA,NA,NA,NA,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21011369,판매예정/판매중
92,2022년 특선가족뮤지컬 “신데렐라” - 진주,뮤지컬,경남문화예술회관 대공연장(자세히),2022.01.01 ~2022.01.02,24개월이상 관람가능,2022.01.01 ~2022.01.02,,NA,NA,NA,NA,NA,NA,NA,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21012270,판매예정/판매중
93,가족뮤지컬 겨울이야기（대구）,뮤지컬,대백프라자 10층 프라임홀(자세히),2021.12.31 ~2022.01.03,전체관람가,2021.12.31 ~2022.01.03,2,23.1%,76.9%,0%,0%,66.7%,30.8%,2.6%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21009849,판매예정/판매중
94,뮤지컬 온 스테이지(MUSICAL ON STAGE) - 대전,클래식/오페라,대전예술의전당 아트홀(자세히),2021.12.31,8세이상 관람가능,2021.12.31,23,18.1%,81.9%,9%,35.4%,27.1%,20.8%,5.6%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21011463,판매예정/판매중
95,가족뮤지컬〈고고다이노 공룡대탐험〉 - 광주,뮤지컬,광주5.18기념문화센터 민주홀(자세히),2021.12.30 ~2021.12.31,12개월이상 관람가능,2021.12.30 ~2021.12.31,,25%,75%,0%,0%,84.6%,15.4%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21010333,판매예정/판매중
96,락뮤지컬 〈프리즌〉 - 인천,뮤지컬,인천문화예술회관 소공연장(자세히),2021.12.28 ~2021.12.31,만 7세이상,2021.12.28 ~2021.12.31,1,14.3%,85.7%,0%,28.6%,0%,57.1%,14.3%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21010863,판매예정/판매중
97,2021년 특선가족뮤지컬 “피터팬” - 전주,뮤지컬,덕진예술회관(자세히),2021.12.26,24개월이상 관람가능,2021.12.26,3,28.6%,71.4%,0%,0%,78.6%,21.4%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21011358,판매예정/판매중
98,“2021년” 가족뮤지컬 루돌프와 산타크로스 - 양산,뮤지컬,양산문화예술회관 대공연장(자세히),2021.12.26,전체관람가,2021.12.26,1,20%,80%,0%,0%,100%,0%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21012098,판매예정/판매중
99,2021 크리스마스특집 가족뮤지컬 〈루돌프의 크리스마스선물〉 - 울산,뮤지컬,울산북구문화예술회관(자세히),2021.12.26,전체관람가,2021.12.26,1,22.1%,77.9%,0%,5.9%,73.5%,19.1%,1.5%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=21008408,판매예정/판매중
